,Unnamed: 0,PetID,AdoptionSpeed,Type,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,State,Breed,Colors
14457,14457,0bd83ba72,2,1,2,2,2,1,2,1,2,1,1,80,0,1.0,41326,Mixed Breed,Brown
14474,14474,2e77e1c78,4,1,36,3,3,1,1,1,1,1,2,0,0,5.0,41326,Mixed Breed,"Black, Golden"
14484,14484,72389d266,3,1,30,2,2,1,1,1,1,1,1,0,0,2.0,41327,Mixed Breed,"Brown, White"
14508,14508,0edb4e3b2,4,2,2,2,2,1,2,2,2,1,1,0,0,2.0,41401,Domestic Short Hair,White
14518,14518,a7b91a377,4,1,15,2,2,2,1,1,1,1,1,0,0,2.0,41326,Mixed Breed,Brown
14527,14527,52ad1225c,4,2,7,3,2,1,3,1,2,1,3,0,0,5.0,41326,Domestic Short Hair,Brown
14533,14533,0aa767c04,4,1,24,2,2,1,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Brown, White"
14534,14534,19efe1616,2,1,3,2,2,1,1,1,2,1,1,0,0,3.0,41401,Mixed Breed,"Black, Brown"
14557,14557,c7561189e,3,1,1,3,3,2,2,2,2,1,6,30,0,4.0,41401,Mixed Breed,"Black, Brown"
14574,14574,e31df86bc,2,1,4,1,2,2,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,Brown
14577,14577,dc39b80f6,3,2,12,1,3,2,2,2,3,1,1,0,0,2.0,41326,Domestic Medium Hair,Black
14588,14588,ccd14639f,3,1,1,2,2,1,2,1,2,1,1,0,0,2.0,41332,Mixed Breed,Brown
14630,14630,49ba2ccff,2,2,5,3,1,1,1,1,2,1,4,0,0,8.0,41326,Mixed Breed,"Black, Yellow"
14634,14634,c34b20922,1,1,2,1,2,2,2,2,2,1,3,20,0,1.0,41326,Mixed Breed,"Cream, White"
14645,14645,ac2f56dbf,4,1,1,1,2,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
14662,14662,315d0e254,1,1,38,1,2,1,1,1,1,1,1,0,0,13.0,41326,Belgian Shepherd Malinois,"Black, Brown"
14673,14673,b01c8995e,3,2,24,1,2,1,2,1,1,1,1,0,0,4.0,41324,Domestic Short Hair,Brown
14678,14678,394c13865,2,2,1,1,2,2,2,1,2,1,1,0,0,6.0,41326,Domestic Medium Hair,"Black, Gray"
14687,14687,af8cd40e0,2,1,72,1,1,2,1,1,1,1,1,200,0,2.0,41326,Poodle,"Brown, Cream"
14693,14693,269db95d5,3,1,84,1,3,1,3,3,3,1,1,0,0,1.0,41326,Labrador Retriever,Black
14697,14697,3313aa06f,2,2,3,2,2,1,2,1,1,1,1,0,0,1.0,41401,Domestic Short Hair,"Black, Yellow"
14705,14705,e80066a19,3,1,12,1,2,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,Black
14712,14712,316f30229,4,1,24,2,2,3,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,Cream
14713,14713,cb14d1ba1,2,2,1,1,2,2,1,1,1,1,1,0,0,1.0,41401,Domestic Medium Hair,"Black, Brown"
14734,14734,47787f847,4,2,6,1,1,2,3,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
14763,14763,2416a2da1,4,1,48,1,1,1,1,1,2,1,1,0,0,1.0,41401,Mixed Breed,Brown
14781,14781,615f2f661,2,1,4,2,2,1,1,1,1,1,1,5,0,5.0,41401,Mixed Breed,"Golden, Cream"
14800,14800,1d0a5c20a,3,1,1,3,2,1,2,1,2,1,2,0,0,1.0,41326,Mixed Breed,Brown
14805,14805,27ef6e605,4,2,24,2,2,1,2,2,1,1,1,0,0,1.0,41326,Domestic Short Hair,"Brown, Yellow"
14810,14810,ba654b229,3,2,14,1,2,1,1,1,1,1,1,0,0,10.0,41336,Domestic Short Hair,Golden
14818,14818,e90137a54,4,2,15,2,2,2,1,1,1,1,1,200,0,2.0,41401,Mixed Breed,Cream
14828,14828,3060d192f,2,1,36,1,1,1,1,1,1,1,1,0,0,3.0,41401,Poodle,Brown
14844,14844,6ef02d7e9,3,1,2,1,2,2,2,2,2,1,1,0,0,5.0,41326,Mixed Breed,"Black, Brown"
14868,14868,4802207be,3,2,2,1,2,1,3,3,3,1,1,0,0,1.0,41401,Mixed Breed,"Black, White"
14871,14871,5aff9022b,4,1,2,2,2,1,2,2,2,1,1,0,0,1.0,41324,Mixed Breed,"Yellow, White"
14872,14872,09bc86c05,1,1,1,2,2,1,2,2,2,1,3,0,0,20.0,41326,Mixed Breed,"Black, White"
14878,14878,13757a086,3,2,3,2,1,2,2,1,2,1,1,0,0,4.0,41327,Domestic Medium Hair,"Black, Golden"
14927,14927,4909dc5af,4,1,2,1,2,1,2,2,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
14932,14932,a3dfe1991,2,1,2,2,2,1,2,2,2,1,1,20,0,1.0,41327,Mixed Breed,Black
14939,14939,7e9308e0e,3,2,2,1,2,1,2,1,2,1,1,0,0,7.0,41326,Domestic Short Hair,"Gray, White"
14944,14944,a9772bfa3,2,2,3,2,1,2,2,1,2,1,1,0,0,5.0,41325,Domestic Medium Hair,"Black, White"
14945,14945,bcee746ce,2,2,2,2,2,1,2,2,2,1,1,50,0,3.0,41326,Domestic Short Hair,"Black, Yellow"
14951,14951,c6d39a0fa,2,2,2,2,1,2,2,1,2,1,1,0,0,4.0,41324,Domestic Medium Hair,Black
14977,14977,472e86a83,4,2,3,2,1,2,2,2,2,1,1,0,0,2.0,41326,Calico,"Black, Brown"
14978,14978,ac6d69d99,4,1,4,2,2,1,1,1,1,1,1,0,0,5.0,41401,Mixed Breed,Brown
14982,14982,54b6c1d72,3,2,2,2,2,1,2,1,2,1,3,0,0,16.0,41336,Domestic Short Hair,"Black, Yellow"
14983,14983,cca88204d,2,1,3,1,2,2,1,1,2,1,1,0,0,7.0,41326,Mixed Breed,"Black, Brown"
14992,14992,a83d95ead,3,1,1,1,2,1,2,2,2,1,1,0,0,1.0,41332,Mixed Breed,Brown
